fecha,sku,ventas
2023-02-21,SKU-C,73
2023-02-22,SKU-C,107
2023-02-23,SKU-C,112
2023-02-24,SKU-C,111
2023-02-25,SKU-C,121
2023-02-26,SKU-C,116
2023-02-27,SKU-C,109
2023-02-28,SKU-C,98
2023-03-01,SKU-C,66
2023-03-02,SKU-C,108
2023-03-03,SKU-C,104
2023-03-04,SKU-C,105
2023-03-05,SKU-C,74
2023-03-06,SKU-C,78
2023-03-07,SKU-C,121
2023-03-08,SKU-C,99
2023-03-09,SKU-C,113
2023-03-10,SKU-C,100
2023-03-11,SKU-C,100
2023-03-12,SKU-C,118
2023-03-13,SKU-C,89
2023-03-14,SKU-C,101
2023-03-15,SKU-C,90
2023-03-16,SKU-C,91
2023-03-17,SKU-C,93
2023-03-18,SKU-C,104
2023-03-19,SKU-C,90
2023-03-20,SKU-C,125
2023-03-21,SKU-C,82
2023-03-22,SKU-C,96
2023-03-23,SKU-C,91
2023-03-24,SKU-C,128
2023-03-25,SKU-C,103
2023-03-26,SKU-C,120
2023-03-27,SKU-C,70
2023-03-28,SKU-C,105
2023-03-29,SKU-C,117
2023-03-30,SKU-C,101
2023-03-31,SKU-C,121
2023-04-01,SKU-C,89
2023-04-02,SKU-C,128
2023-04-03,SKU-C,145
2023-04-04,SKU-C,92
2023-04-05,SKU-C,91
2023-04-06,SKU-C,129
2023-04-07,SKU-C,131
2023-04-08,SKU-C,89
2023-04-09,SKU-C,91
2023-04-10,SKU-C,94
2023-04-11,SKU-C,73
2023-04-12,SKU-C,81
2023-04-13,SKU-C,79
2023-04-14,SKU-C,84
2023-04-15,SKU-C,99
2023-04-16,SKU-C,104
2023-04-17,SKU-C,131
2023-04-18,SKU-C,80
2023-04-19,SKU-C,119
2023-04-20,SKU-C,95
2023-04-21,SKU-C,99
2023-04-22,SKU-C,113
2023-04-23,SKU-C,77
2023-04-24,SKU-C,107
2023-04-25,SKU-C,103
2023-04-26,SKU-C,109
2023-04-27,SKU-C,105
2023-04-28,SKU-C,149
2023-04-29,SKU-C,87
2023-04-30,SKU-C,89
2023-05-01,SKU-C,87
2023-05-02,SKU-C,88
2023-05-03,SKU-C,87
2023-05-04,SKU-C,123
2023-05-05,SKU-C,128
2023-05-06,SKU-C,88
2023-05-07,SKU-C,83
2023-05-08,SKU-C,109
2023-05-09,SKU-C,88
2023-05-10,SKU-C,112
2023-05-11,SKU-C,104
2023-05-12,SKU-C,69
2023-05-13,SKU-C,130
2023-05-14,SKU-C,135
2023-05-15,SKU-C,87
2023-05-16,SKU-C,92
2023-05-17,SKU-C,105
2023-05-18,SKU-C,106
2023-05-19,SKU-C,113
2023-05-20,SKU-C,140
2023-05-21,SKU-C,96
2023-05-22,SKU-C,84
2023-05-23,SKU-C,72
2023-05-24,SKU-C,85
2023-05-25,SKU-C,99
2023-05-26,SKU-C,135
2023-05-27,SKU-C,89
2023-05-28,SKU-C,104
2023-05-29,SKU-C,99
2023-05-30,SKU-C,123
2023-05-31,SKU-C,150
2023-06-01,SKU-C,89
2023-06-02,SKU-C,90
2023-06-03,SKU-C,120
2023-06-04,SKU-C,113
2023-06-05,SKU-C,136
2023-06-06,SKU-C,111
2023-06-07,SKU-C,92
2023-06-08,SKU-C,111
2023-06-09,SKU-C,122
2023-06-10,SKU-C,116
2023-06-11,SKU-C,110
2023-06-12,SKU-C,121
2023-06-13,SKU-C,123
2023-06-14,SKU-C,127
2023-06-15,SKU-C,112
2023-06-16,SKU-C,96
2023-06-17,SKU-C,102
2023-06-18,SKU-C,124
2023-06-19,SKU-C,83
2023-06-20,SKU-C,107
2023-06-21,SKU-C,92
2023-06-22,SKU-C,100
2023-06-23,SKU-C,125
2023-06-24,SKU-C,103
2023-06-25,SKU-C,100
2023-06-26,SKU-C,72
2023-06-27,SKU-C,114
2023-06-28,SKU-C,112
2023-06-29,SKU-C,143
2023-06-30,SKU-C,93
2023-07-01,SKU-C,104
2023-07-02,SKU-C,104
2023-07-03,SKU-C,131
2023-07-04,SKU-C,98
2023-07-05,SKU-C,105
2023-07-06,SKU-C,112
2023-07-07,SKU-C,103
2023-07-08,SKU-C,91
2023-07-09,SKU-C,103
2023-07-10,SKU-C,121
2023-07-11,SKU-C,79
2023-07-12,SKU-C,102
2023-07-13,SKU-C,85
2023-07-14,SKU-C,123
2023-07-15,SKU-C,69
2023-07-16,SKU-C,88
2023-07-17,SKU-C,107
2023-07-18,SKU-C,131
2023-07-19,SKU-C,98
2023-07-20,SKU-C,88
