date,sku,sales
2023-03-20,SKU-A001,192.66
2023-03-21,SKU-A001,201.65
2023-03-22,SKU-A001,169.15
2023-03-23,SKU-A001,185.04
2023-03-24,SKU-A001,195.82
2023-03-25,SKU-A001,216.43
2023-03-26,SKU-A001,232.73
2023-03-27,SKU-A001,207.27
2023-03-28,SKU-A001,213.12
2023-03-29,SKU-A001,211.13
2023-03-30,SKU-A001,230.34
2023-03-31,SKU-A001,226.3
2023-04-01,SKU-A001,213.27
2023-04-02,SKU-A001,186.29
2023-04-03,SKU-A001,226.43
2023-04-04,SKU-A001,215.45
2023-04-05,SKU-A001,233.17
2023-04-06,SKU-A001,206.77
2023-04-07,SKU-A001,248.36
2023-04-08,SKU-A001,199.82
2023-04-09,SKU-A001,240.75
2023-04-10,SKU-A001,209.71
2023-04-11,SKU-A001,196.44
2023-04-12,SKU-A001,183.56
2023-04-13,SKU-A001,204.05
2023-04-14,SKU-A001,237.06
2023-04-15,SKU-A001,224.3
2023-04-16,SKU-A001,221.6
2023-04-17,SKU-A001,157.26
2023-04-18,SKU-A001,222.01
2023-04-19,SKU-A001,218.73
2023-04-20,SKU-A001,195.5
2023-04-21,SKU-A001,193.84
2023-04-22,SKU-A001,206.94
2023-04-23,SKU-A001,243.16
2023-04-24,SKU-A001,184.79
2023-04-25,SKU-A001,197.93
2023-04-26,SKU-A001,235.46
2023-04-27,SKU-A001,197.49
2023-04-28,SKU-A001,199.19
2023-04-29,SKU-A001,208.86
2023-04-30,SKU-A001,180.73
2023-05-01,SKU-A001,211.37
2023-05-02,SKU-A001,181.34
2023-05-03,SKU-A001,225.28
2023-05-04,SKU-A001,206.74
2023-05-05,SKU-A001,254.57
2023-05-06,SKU-A001,212.52
2023-05-07,SKU-A001,235.26
2023-05-08,SKU-A001,179.22
2023-05-09,SKU-A001,203.98
2023-05-10,SKU-A001,213.3
2023-05-11,SKU-A001,243.13
2023-05-12,SKU-A001,171.19
2023-05-13,SKU-A001,227.23
2023-05-14,SKU-A001,218.83
2023-05-15,SKU-A001,238.57
2023-05-16,SKU-A001,221.31
2023-05-17,SKU-A001,207.43
2023-05-18,SKU-A001,195.37
2023-05-19,SKU-A001,180.09
2023-05-20,SKU-A001,210.36
2023-05-21,SKU-A001,202.21
2023-05-22,SKU-A001,248.61
2023-05-23,SKU-A001,193.36
2023-05-24,SKU-A001,212.88
2023-05-25,SKU-A001,173.2
2023-05-26,SKU-A001,197.81
2023-05-27,SKU-A001,211.56
2023-05-28,SKU-A001,223.34
2023-05-29,SKU-A001,236.42
2023-05-30,SKU-A001,205.08
2023-05-31,SKU-A001,182.53
2023-06-01,SKU-A001,211.44
2023-06-02,SKU-A001,212.66
2023-06-03,SKU-A001,212.1
2023-06-04,SKU-A001,187.06
2023-06-05,SKU-A001,225.51
2023-06-06,SKU-A001,203.55
2023-06-07,SKU-A001,216.37
2023-06-08,SKU-A001,228.39
2023-06-09,SKU-A001,214.41
2023-06-10,SKU-A001,207.62
2023-06-11,SKU-A001,246.76
2023-06-12,SKU-A001,206.67
2023-06-13,SKU-A001,195.32
2023-06-14,SKU-A001,203.85
2023-06-15,SKU-A001,232.59
2023-06-16,SKU-A001,203.94
2023-06-17,SKU-A001,212.32
2023-06-18,SKU-A001,226.49
2023-06-19,SKU-A001,190.61
2023-06-20,SKU-A001,165.12
2023-06-21,SKU-A001,207.61
2023-06-22,SKU-A001,206.12
2023-06-23,SKU-A001,188.51
2023-06-24,SKU-A001,219.53
2023-06-25,SKU-A001,213.97
2023-06-26,SKU-A001,180.32
2023-06-27,SKU-A001,212.05
2023-06-28,SKU-A001,197.03
2023-06-29,SKU-A001,170.0
2023-06-30,SKU-A001,210.6
2023-07-01,SKU-A001,200.12
2023-07-02,SKU-A001,185.4
2023-07-03,SKU-A001,211.99
2023-07-04,SKU-A001,211.24
2023-07-05,SKU-A001,188.85
2023-07-06,SKU-A001,209.35
2023-07-07,SKU-A001,222.22
2023-07-08,SKU-A001,185.94
2023-07-09,SKU-A001,208.86
2023-07-10,SKU-A001,200.9
2023-07-11,SKU-A001,248.37
2023-07-12,SKU-A001,161.71
2023-07-13,SKU-A001,215.36
2023-07-14,SKU-A001,194.31
2023-07-15,SKU-A001,198.61
2023-07-16,SKU-A001,240.6
2023-07-17,SKU-A001,200.48
2023-07-18,SKU-A001,247.67
2023-07-19,SKU-A001,191.34
2023-07-20,SKU-A001,207.94
2023-07-21,SKU-A001,190.26
2023-07-22,SKU-A001,186.04
2023-07-23,SKU-A001,201.82
2023-07-24,SKU-A001,194.56
2023-07-25,SKU-A001,204.71
2023-07-26,SKU-A001,156.26
2023-07-27,SKU-A001,242.43
2023-07-28,SKU-A001,196.88
2023-07-29,SKU-A001,236.94
2023-07-30,SKU-A001,179.2
2023-07-31,SKU-A001,206.45
2023-08-01,SKU-A001,266.7
2023-08-02,SKU-A001,182.01
2023-08-03,SKU-A001,168.85
2023-08-04,SKU-A001,188.74
2023-08-05,SKU-A001,210.1
2023-08-06,SKU-A001,214.71
2023-08-07,SKU-A001,227.21
2023-08-08,SKU-A001,194.71
2023-08-09,SKU-A001,166.46
2023-08-10,SKU-A001,190.93
2023-08-11,SKU-A001,226.06
2023-08-12,SKU-A001,209.78
2023-08-13,SKU-A001,158.91
2023-08-14,SKU-A001,199.22
2023-08-15,SKU-A001,229.27
2023-08-16,SKU-A001,244.53
2023-08-17,SKU-A001,211.67
2023-08-18,SKU-A001,206.34
2023-08-19,SKU-A001,173.8
2023-08-20,SKU-A001,182.11
2023-08-21,SKU-A001,200.76
2023-08-22,SKU-A001,210.31
2023-08-23,SKU-A001,211.9
2023-08-24,SKU-A001,189.67
2023-08-25,SKU-A001,175.5
2023-08-26,SKU-A001,183.33
2023-08-27,SKU-A001,175.35
2023-08-28,SKU-A001,213.1
2023-08-29,SKU-A001,151.05
2023-08-30,SKU-A001,192.56
2023-08-31,SKU-A001,208.96
2023-09-01,SKU-A001,235.51
2023-09-02,SKU-A001,205.04
2023-09-03,SKU-A001,224.53
2023-09-04,SKU-A001,195.12
2023-09-05,SKU-A001,187.84
2023-09-06,SKU-A001,189.29
2023-09-07,SKU-A001,235.47
2023-09-08,SKU-A001,224.25
2023-09-09,SKU-A001,213.59
2023-09-10,SKU-A001,273.23
2023-09-11,SKU-A001,202.63
2023-09-12,SKU-A001,216.3
2023-09-13,SKU-A001,209.71
2023-09-14,SKU-A001,198.58
2023-09-15,SKU-A001,251.81
2023-09-16,SKU-A001,234.8
2023-09-17,SKU-A001,173.79
2023-09-18,SKU-A001,194.74
2023-09-19,SKU-A001,212.09
2023-09-20,SKU-A001,219.51
2023-09-21,SKU-A001,174.75
2023-09-22,SKU-A001,155.69
2023-09-23,SKU-A001,162.99
2023-09-24,SKU-A001,201.48
2023-09-25,SKU-A001,200.78
2023-09-26,SKU-A001,210.17
2023-09-27,SKU-A001,186.75
2023-09-28,SKU-A001,177.18
2023-09-29,SKU-A001,160.39
2023-09-30,SKU-A001,209.73
2023-10-01,SKU-A001,210.56
2023-10-02,SKU-A001,223.61
2023-10-03,SKU-A001,219.34
2023-10-04,SKU-A001,198.71
2023-10-05,SKU-A001,231.01
2023-10-06,SKU-A001,199.8
2023-10-07,SKU-A001,188.77
2023-10-08,SKU-A001,191.69
2023-10-09,SKU-A001,190.31
2023-10-10,SKU-A001,157.11
2023-10-11,SKU-A001,205.82
2023-10-12,SKU-A001,207.75
2023-10-13,SKU-A001,194.88
2023-10-14,SKU-A001,187.48
2023-10-15,SKU-A001,210.23
2023-10-16,SKU-A001,238.44
2023-10-17,SKU-A001,203.18
2023-10-18,SKU-A001,191.7
2023-10-19,SKU-A001,189.92
2023-10-20,SKU-A001,200.84
2023-10-21,SKU-A001,175.73
2023-10-22,SKU-A001,199.62
2023-10-23,SKU-A001,203.51
2023-10-24,SKU-A001,240.91
2023-10-25,SKU-A001,221.97
2023-10-26,SKU-A001,223.85
2023-10-27,SKU-A001,187.16
2023-10-28,SKU-A001,216.15
2023-10-29,SKU-A001,178.16
2023-10-30,SKU-A001,208.59
2023-10-31,SKU-A001,210.81
2023-11-01,SKU-A001,226.31
2023-11-02,SKU-A001,284.32
2023-11-03,SKU-A001,254.23
2023-11-04,SKU-A001,202.37
2023-11-05,SKU-A001,253.87
2023-11-06,SKU-A001,233.69
2023-11-07,SKU-A001,242.23
2023-11-08,SKU-A001,251.95
2023-11-09,SKU-A001,250.34
2023-11-10,SKU-A001,199.32
2023-11-11,SKU-A001,217.77
2023-11-12,SKU-A001,258.26
2023-11-13,SKU-A001,269.32
2023-11-14,SKU-A001,281.93
2023-11-15,SKU-A001,279.8
2023-11-16,SKU-A001,198.79
2023-11-17,SKU-A001,258.04
2023-11-18,SKU-A001,201.65
2023-11-19,SKU-A001,275.69
2023-11-20,SKU-A001,247.12
2023-11-21,SKU-A001,217.82
2023-11-22,SKU-A001,283.92
2023-11-23,SKU-A001,255.22
2023-11-24,SKU-A001,201.99
2023-11-25,SKU-A001,247.8
2023-11-26,SKU-A001,226.27
2023-11-27,SKU-A001,243.92
2023-11-28,SKU-A001,231.79
2023-11-29,SKU-A001,270.34
2023-11-30,SKU-A001,211.62
2023-12-01,SKU-A001,248.12
2023-12-02,SKU-A001,279.5
2023-12-03,SKU-A001,224.04
2023-12-04,SKU-A001,245.79
2023-12-05,SKU-A001,245.57
2023-12-06,SKU-A001,226.83
2023-12-07,SKU-A001,254.87
2023-12-08,SKU-A001,243.28
2023-12-09,SKU-A001,221.4
2023-12-10,SKU-A001,278.16
2023-12-11,SKU-A001,257.76
2023-12-12,SKU-A001,237.61
2023-12-13,SKU-A001,227.73
2023-12-14,SKU-A001,224.59
2023-12-15,SKU-A001,266.86
2023-12-16,SKU-A001,237.92
2023-12-17,SKU-A001,250.6
2023-12-18,SKU-A001,237.06
2023-12-19,SKU-A001,253.84
2023-12-20,SKU-A001,238.43
2023-12-21,SKU-A001,256.87
2023-12-22,SKU-A001,236.96
2023-12-23,SKU-A001,258.19
2023-12-24,SKU-A001,254.86
2023-12-25,SKU-A001,238.27
2023-12-26,SKU-A001,222.64
2023-12-27,SKU-A001,220.92
2023-12-28,SKU-A001,225.08
2023-12-29,SKU-A001,219.93
2023-12-30,SKU-A001,258.73
2023-12-31,SKU-A001,239.55
2024-01-01,SKU-A001,273.45
2024-01-02,SKU-A001,288.3
2024-01-03,SKU-A001,240.94
2024-01-04,SKU-A001,207.92
2024-01-05,SKU-A001,232.37
2024-01-06,SKU-A001,238.76
2024-01-07,SKU-A001,209.07
2024-01-08,SKU-A001,235.02
2024-01-09,SKU-A001,246.27
2024-01-10,SKU-A001,230.58
2024-01-11,SKU-A001,224.06
2024-01-12,SKU-A001,224.23
2024-01-13,SKU-A001,277.62
2024-01-14,SKU-A001,236.74
2024-01-15,SKU-A001,222.65
2024-01-16,SKU-A001,232.21
2024-01-17,SKU-A001,260.03
2024-01-18,SKU-A001,225.6
2024-01-19,SKU-A001,250.05
2024-01-20,SKU-A001,255.18
2024-01-21,SKU-A001,255.6
2024-01-22,SKU-A001,269.22
2024-01-23,SKU-A001,228.26
2024-01-24,SKU-A001,263.55
2024-01-25,SKU-A001,223.11
2024-01-26,SKU-A001,231.4
2024-01-27,SKU-A001,264.79
2024-01-28,SKU-A001,256.92
2024-01-29,SKU-A001,239.67
2024-01-30,SKU-A001,214.59
2024-01-31,SKU-A001,251.35
2024-02-01,SKU-A001,186.38
2024-02-02,SKU-A001,180.2
2024-02-03,SKU-A001,185.96
2024-02-04,SKU-A001,204.71
2024-02-05,SKU-A001,155.0
2024-02-06,SKU-A001,207.05
2024-02-07,SKU-A001,203.11
2024-02-08,SKU-A001,187.16
2024-02-09,SKU-A001,221.17
2024-02-10,SKU-A001,212.21
2024-02-11,SKU-A001,186.63
2024-02-12,SKU-A001,185.27
2024-02-13,SKU-A001,213.89
2024-02-14,SKU-A001,167.46
2024-02-15,SKU-A001,192.27
2024-02-16,SKU-A001,185.98
2024-02-17,SKU-A001,200.66
2024-02-18,SKU-A001,203.6
2024-02-19,SKU-A001,199.92
2024-02-20,SKU-A001,222.94
2024-02-21,SKU-A001,203.88
2024-02-22,SKU-A001,192.46
2024-02-23,SKU-A001,173.63
2024-02-24,SKU-A001,214.17
2024-02-25,SKU-A001,210.07
2024-02-26,SKU-A001,229.41
2024-02-27,SKU-A001,183.25
2024-02-28,SKU-A001,199.47
2024-02-29,SKU-A001,197.66
2024-03-01,SKU-A001,197.02
2024-03-02,SKU-A001,199.05
2024-03-03,SKU-A001,162.83
2024-03-04,SKU-A001,216.1
2024-03-05,SKU-A001,212.47
2024-03-06,SKU-A001,222.46
2024-03-07,SKU-A001,245.91
2024-03-08,SKU-A001,191.99
2024-03-09,SKU-A001,197.9
2024-03-10,SKU-A001,198.83
2024-03-11,SKU-A001,239.36
2024-03-12,SKU-A001,162.25
2024-03-13,SKU-A001,208.75
2024-03-14,SKU-A001,167.66
2024-03-15,SKU-A001,144.32
2024-03-16,SKU-A001,156.06
2024-03-17,SKU-A001,169.45
2024-03-18,SKU-A001,220.86
2024-03-19,SKU-A001,180.17
2024-03-20,SKU-A001,193.6
2024-03-21,SKU-A001,173.93
2024-03-22,SKU-A001,211.14
2024-03-23,SKU-A001,175.17
2024-03-24,SKU-A001,225.92
2024-03-25,SKU-A001,177.4
2023-01-01,SKU-A002,202.82
2023-01-02,SKU-A002,226.43
2023-01-03,SKU-A002,204.44
2023-01-04,SKU-A002,182.03
2023-01-05,SKU-A002,192.96
2023-01-06,SKU-A002,192.75
2023-01-07,SKU-A002,214.64
2023-01-08,SKU-A002,208.88
2023-01-09,SKU-A002,200.4
2023-01-10,SKU-A002,217.08
2023-01-11,SKU-A002,193.5
2023-01-12,SKU-A002,200.12
2023-01-13,SKU-A002,205.46
2023-01-14,SKU-A002,228.19
2023-01-15,SKU-A002,200.75
2023-01-16,SKU-A002,196.5
2023-01-17,SKU-A002,184.78
2023-01-18,SKU-A002,213.99
2023-01-19,SKU-A002,192.51
2023-01-20,SKU-A002,208.22
2023-01-21,SKU-A002,170.35
2023-01-22,SKU-A002,220.02
2023-01-23,SKU-A002,179.96
2023-01-24,SKU-A002,189.31
2023-01-25,SKU-A002,220.28
2023-01-26,SKU-A002,179.92
2023-01-27,SKU-A002,201.09
2023-01-28,SKU-A002,203.68
2023-01-29,SKU-A002,185.59
2023-01-30,SKU-A002,225.08
2023-01-31,SKU-A002,227.71
2023-02-01,SKU-A002,135.44
2023-02-02,SKU-A002,144.26
2023-02-03,SKU-A002,182.33
2023-02-04,SKU-A002,146.72
2023-02-05,SKU-A002,162.14
2023-02-06,SKU-A002,170.88
2023-02-07,SKU-A002,180.37
2023-02-08,SKU-A002,164.94
2023-02-09,SKU-A002,170.31
2023-02-10,SKU-A002,155.6
2023-02-11,SKU-A002,190.5
2023-02-12,SKU-A002,160.35
2023-02-13,SKU-A002,174.44
2023-02-14,SKU-A002,160.08
2023-02-15,SKU-A002,170.5
2023-02-16,SKU-A002,165.87
2023-02-17,SKU-A002,165.97
2023-02-18,SKU-A002,151.61
2023-02-19,SKU-A002,182.14
2023-02-20,SKU-A002,192.56
2023-02-21,SKU-A002,172.81
2023-02-22,SKU-A002,181.06
2023-02-23,SKU-A002,182.85
2023-02-24,SKU-A002,184.37
2023-02-25,SKU-A002,173.83
2023-02-26,SKU-A002,172.3
2023-02-27,SKU-A002,183.29
2023-02-28,SKU-A002,169.88
2023-03-01,SKU-A002,152.29
2023-03-02,SKU-A002,169.12
2023-03-03,SKU-A002,136.87
2023-03-04,SKU-A002,168.62
2023-03-05,SKU-A002,175.69
2023-03-06,SKU-A002,189.57
2023-03-07,SKU-A002,171.28
2023-03-08,SKU-A002,184.38
2023-03-09,SKU-A002,168.72
2023-03-10,SKU-A002,151.46
2023-03-11,SKU-A002,144.92
2023-03-12,SKU-A002,152.37
2023-03-13,SKU-A002,145.69
2023-03-14,SKU-A002,179.42
2023-03-15,SKU-A002,165.23
2023-03-16,SKU-A002,178.35
2023-03-17,SKU-A002,169.97
2023-03-18,SKU-A002,186.34
2023-03-19,SKU-A002,186.62
2023-03-20,SKU-A002,157.85
2023-03-21,SKU-A002,164.11
2023-03-22,SKU-A002,159.75
2023-03-23,SKU-A002,141.39
2023-03-24,SKU-A002,180.13
2023-03-25,SKU-A002,188.79
2023-03-26,SKU-A002,168.63
2023-03-27,SKU-A002,160.42
2023-03-28,SKU-A002,187.14
2023-03-29,SKU-A002,129.19
2023-03-30,SKU-A002,171.74
2023-03-31,SKU-A002,171.16
2023-04-01,SKU-A002,159.12
2023-04-02,SKU-A002,192.22
2023-04-03,SKU-A002,185.12
2023-04-04,SKU-A002,164.34
2023-04-05,SKU-A002,167.29
2023-04-06,SKU-A002,162.2
2023-04-07,SKU-A002,160.11
2023-04-08,SKU-A002,146.69
2023-04-09,SKU-A002,192.03
2023-04-10,SKU-A002,186.09
2023-04-11,SKU-A002,182.22
2023-04-12,SKU-A002,150.3
2023-04-13,SKU-A002,203.85
2023-04-14,SKU-A002,202.16
2023-04-15,SKU-A002,171.93
2023-04-16,SKU-A002,153.51
2023-04-17,SKU-A002,154.14
2023-04-18,SKU-A002,175.82
2023-04-19,SKU-A002,153.36
2023-04-20,SKU-A002,168.18
2023-04-21,SKU-A002,187.12
2023-04-22,SKU-A002,143.35
2023-04-23,SKU-A002,202.59
2023-04-24,SKU-A002,195.19
2023-04-25,SKU-A002,147.9
2023-04-26,SKU-A002,144.92
2023-04-27,SKU-A002,163.99
2023-04-28,SKU-A002,151.38
2023-04-29,SKU-A002,164.32
2023-04-30,SKU-A002,125.23
2023-05-01,SKU-A002,164.91
2023-05-02,SKU-A002,199.18
2023-05-03,SKU-A002,149.94
2023-05-04,SKU-A002,164.17
2023-05-05,SKU-A002,143.65
2023-05-06,SKU-A002,179.54
2023-05-07,SKU-A002,164.98
2023-05-08,SKU-A002,201.51
2023-05-09,SKU-A002,172.27
2023-05-10,SKU-A002,162.5
2023-05-11,SKU-A002,178.06
2023-05-12,SKU-A002,160.24
2023-05-13,SKU-A002,146.19
2023-05-14,SKU-A002,173.87
2023-05-15,SKU-A002,165.83
2023-05-16,SKU-A002,171.59
2023-05-17,SKU-A002,175.12
2023-05-18,SKU-A002,160.18
2023-05-19,SKU-A002,175.9
2023-05-20,SKU-A002,198.1
2023-05-21,SKU-A002,150.1
2023-05-22,SKU-A002,198.09
2023-05-23,SKU-A002,164.69
2023-05-24,SKU-A002,155.86
2023-05-25,SKU-A002,209.73
2023-05-26,SKU-A002,171.41
2023-05-27,SKU-A002,191.91
2023-05-28,SKU-A002,182.58
2023-05-29,SKU-A002,140.45
2023-05-30,SKU-A002,170.83
2023-05-31,SKU-A002,159.94
2023-06-01,SKU-A002,142.79
2023-06-02,SKU-A002,135.54
2023-06-03,SKU-A002,167.15
2023-06-04,SKU-A002,175.38
2023-06-05,SKU-A002,172.01
2023-06-06,SKU-A002,160.27
2023-06-07,SKU-A002,151.96
2023-06-08,SKU-A002,148.78
2023-06-09,SKU-A002,156.06
2023-06-10,SKU-A002,148.0
2023-06-11,SKU-A002,162.0
2023-06-12,SKU-A002,165.04
2023-06-13,SKU-A002,150.32
2023-06-14,SKU-A002,161.52
2023-06-15,SKU-A002,152.61
2023-06-16,SKU-A002,165.36
2023-06-17,SKU-A002,173.99
2023-06-18,SKU-A002,168.44
2023-06-19,SKU-A002,173.4
2023-06-20,SKU-A002,137.57
2023-06-21,SKU-A002,159.05
2023-06-22,SKU-A002,170.11
2023-06-23,SKU-A002,176.25
2023-06-24,SKU-A002,138.49
2023-06-25,SKU-A002,168.13
2023-06-26,SKU-A002,185.79
2023-06-27,SKU-A002,162.43
2023-06-28,SKU-A002,163.85
2023-06-29,SKU-A002,173.04
2023-06-30,SKU-A002,169.61
2023-07-01,SKU-A002,176.82
2023-07-02,SKU-A002,166.67
2023-07-03,SKU-A002,168.02
2023-07-04,SKU-A002,152.25
2023-07-05,SKU-A002,162.57
2023-07-06,SKU-A002,186.59
2023-07-07,SKU-A002,162.01
2023-07-08,SKU-A002,162.61
2023-07-09,SKU-A002,157.16
2023-07-10,SKU-A002,178.73
2023-07-11,SKU-A002,151.04
2023-07-12,SKU-A002,180.81
2023-07-13,SKU-A002,149.65
2023-07-14,SKU-A002,147.62
2023-07-15,SKU-A002,168.93
2023-07-16,SKU-A002,167.65
2023-07-17,SKU-A002,170.48
2023-07-18,SKU-A002,183.38
2023-07-19,SKU-A002,158.5
2023-07-20,SKU-A002,172.93
2023-07-21,SKU-A002,150.12
2023-07-22,SKU-A002,186.7
2023-07-23,SKU-A002,176.13
2023-07-24,SKU-A002,174.51
2023-07-25,SKU-A002,168.63
2023-07-26,SKU-A002,152.22
2023-07-27,SKU-A002,159.95
2023-07-28,SKU-A002,173.93
2023-07-29,SKU-A002,165.15
2023-07-30,SKU-A002,167.56
2023-07-31,SKU-A002,142.54
2023-08-01,SKU-A002,168.53
2023-08-02,SKU-A002,153.8
2023-08-03,SKU-A002,147.2
2023-08-04,SKU-A002,162.87
2023-08-05,SKU-A002,134.16
2023-08-06,SKU-A002,177.26
2023-08-07,SKU-A002,179.85
2023-08-08,SKU-A002,164.58
2023-08-09,SKU-A002,148.72
2023-08-10,SKU-A002,149.53
2023-08-11,SKU-A002,162.93
2023-08-12,SKU-A002,124.6
2023-08-13,SKU-A002,168.53
2023-08-14,SKU-A002,176.69
2023-08-15,SKU-A002,160.22
2023-08-16,SKU-A002,157.15
2023-08-17,SKU-A002,168.55
2023-08-18,SKU-A002,171.4
2023-08-19,SKU-A002,183.94
2023-08-20,SKU-A002,165.8
2023-08-21,SKU-A002,153.85
2023-08-22,SKU-A002,157.71
2023-08-23,SKU-A002,168.56
2023-08-24,SKU-A002,191.74
2023-08-25,SKU-A002,160.09
2023-08-26,SKU-A002,147.74
2023-08-27,SKU-A002,150.82
2023-08-28,SKU-A002,130.14
2023-08-29,SKU-A002,171.06
2023-08-30,SKU-A002,142.53
2023-08-31,SKU-A002,144.69
2023-09-01,SKU-A002,135.55
2023-09-02,SKU-A002,150.02
2023-09-03,SKU-A002,178.46
2023-09-04,SKU-A002,146.76
2023-09-05,SKU-A002,139.37
2023-09-06,SKU-A002,171.89
2023-09-07,SKU-A002,163.13
2023-09-08,SKU-A002,176.17
2023-09-09,SKU-A002,181.37
2023-09-10,SKU-A002,168.74
2023-09-11,SKU-A002,146.99
2023-09-12,SKU-A002,166.8
2023-09-13,SKU-A002,177.32
2023-09-14,SKU-A002,159.05
2023-09-15,SKU-A002,144.64
2023-09-16,SKU-A002,187.49
2023-09-17,SKU-A002,161.88
2023-09-18,SKU-A002,161.99
2023-09-19,SKU-A002,169.16
2023-09-20,SKU-A002,186.27
2023-09-21,SKU-A002,173.34
2023-09-22,SKU-A002,163.27
2023-09-23,SKU-A002,180.4
2023-09-24,SKU-A002,205.11
2023-09-25,SKU-A002,192.3
2023-09-26,SKU-A002,180.25
2023-09-27,SKU-A002,149.97
2023-09-28,SKU-A002,232.18
2023-09-29,SKU-A002,148.68
2023-09-30,SKU-A002,162.63
2023-10-01,SKU-A002,157.1
2023-10-02,SKU-A002,196.34
2023-10-03,SKU-A002,175.99
2023-10-04,SKU-A002,144.83
2023-10-05,SKU-A002,173.42
2023-10-06,SKU-A002,178.13
2023-10-07,SKU-A002,163.53
2023-10-08,SKU-A002,148.33
2023-10-09,SKU-A002,156.68
2023-10-10,SKU-A002,161.54
2023-10-11,SKU-A002,169.29
2023-10-12,SKU-A002,160.14
2023-10-13,SKU-A002,181.31
2023-10-14,SKU-A002,152.89
2023-10-15,SKU-A002,139.71
2023-10-16,SKU-A002,156.44
2023-10-17,SKU-A002,191.67
2023-10-18,SKU-A002,159.25
2023-10-19,SKU-A002,208.4
2023-10-20,SKU-A002,177.21
2023-10-21,SKU-A002,149.28
2023-10-22,SKU-A002,154.85
2023-10-23,SKU-A002,173.02
2023-10-24,SKU-A002,149.06
2023-10-25,SKU-A002,208.97
2023-10-26,SKU-A002,152.21
2023-10-27,SKU-A002,180.41
2023-10-28,SKU-A002,193.55
2023-10-29,SKU-A002,167.08
2023-10-30,SKU-A002,152.13
2023-10-31,SKU-A002,164.32
2023-11-01,SKU-A002,208.82
2023-11-02,SKU-A002,217.48
2023-11-03,SKU-A002,203.67
2023-11-04,SKU-A002,179.1
2023-11-05,SKU-A002,203.43
2023-11-06,SKU-A002,191.36
2023-11-07,SKU-A002,165.89
2023-11-08,SKU-A002,190.95
2023-11-09,SKU-A002,178.56
2023-11-10,SKU-A002,212.62
2023-11-11,SKU-A002,235.51
2023-11-12,SKU-A002,234.07
2023-11-13,SKU-A002,193.06
2023-11-14,SKU-A002,194.84
2023-11-15,SKU-A002,214.34
2023-11-16,SKU-A002,220.63
2023-11-17,SKU-A002,195.67
2023-11-18,SKU-A002,200.32
2023-11-19,SKU-A002,239.95
2023-11-20,SKU-A002,200.92
2023-11-21,SKU-A002,194.55
2023-11-22,SKU-A002,204.76
