fecha,sku,nombre,cantidad
2024-03-22,SKU-003,Leche Entera 1L,179
2024-03-22,SKU-004,Azucar 2kg,55
2024-03-22,SKU-005,Sal 1kg,38
2024-03-23,SKU-001,Aceite de Oliva 1L,37
2024-03-23,SKU-002,Arroz 5kg,90
2024-03-23,SKU-003,Leche Entera 1L,149
2024-03-23,SKU-004,Azucar 2kg,55
2024-03-23,SKU-005,Sal 1kg,40
2024-03-24,SKU-001,Aceite de Oliva 1L,24
2024-03-24,SKU-002,Arroz 5kg,75
2024-03-24,SKU-003,Leche Entera 1L,137
2024-03-24,SKU-004,Azucar 2kg,43
2024-03-24,SKU-005,Sal 1kg,27
2024-03-25,SKU-001,Aceite de Oliva 1L,27
2024-03-25,SKU-002,Arroz 5kg,114
2024-03-25,SKU-003,Leche Entera 1L,177
2024-03-25,SKU-004,Azucar 2kg,70
2024-03-25,SKU-005,Sal 1kg,38
2024-03-26,SKU-001,Aceite de Oliva 1L,33
2024-03-26,SKU-002,Arroz 5kg,106
2024-03-26,SKU-003,Leche Entera 1L,157
2024-03-26,SKU-004,Azucar 2kg,60
2024-03-26,SKU-005,Sal 1kg,34
2024-03-27,SKU-001,Aceite de Oliva 1L,37
2024-03-27,SKU-002,Arroz 5kg,114
2024-03-27,SKU-003,Leche Entera 1L,196
2024-03-27,SKU-004,Azucar 2kg,76
2024-03-27,SKU-005,Sal 1kg,39
2024-03-28,SKU-001,Aceite de Oliva 1L,33
2024-03-28,SKU-002,Arroz 5kg,107
2024-03-28,SKU-003,Leche Entera 1L,222
2024-03-28,SKU-004,Azucar 2kg,48
2024-03-28,SKU-005,Sal 1kg,42
2024-03-29,SKU-001,Aceite de Oliva 1L,26
2024-03-29,SKU-002,Arroz 5kg,79
2024-03-29,SKU-003,Leche Entera 1L,95
2024-03-29,SKU-004,Azucar 2kg,50
2024-03-29,SKU-005,Sal 1kg,43
2024-03-30,SKU-001,Aceite de Oliva 1L,29
2024-03-30,SKU-002,Arroz 5kg,104
2024-03-30,SKU-003,Leche Entera 1L,123
2024-03-30,SKU-004,Azucar 2kg,64
2024-03-30,SKU-005,Sal 1kg,37
2024-03-31,SKU-001,Aceite de Oliva 1L,28
2024-03-31,SKU-002,Arroz 5kg,67
2024-03-31,SKU-003,Leche Entera 1L,95
2024-03-31,SKU-004,Azucar 2kg,43
2024-03-31,SKU-005,Sal 1kg,28
2024-04-01,SKU-001,Aceite de Oliva 1L,41
2024-04-01,SKU-002,Arroz 5kg,108
2024-04-01,SKU-003,Leche Entera 1L,122
2024-04-01,SKU-004,Azucar 2kg,56
2024-04-01,SKU-005,Sal 1kg,38
2024-04-02,SKU-001,Aceite de Oliva 1L,37
2024-04-02,SKU-002,Arroz 5kg,111
2024-04-02,SKU-003,Leche Entera 1L,156
2024-04-02,SKU-004,Azucar 2kg,66
2024-04-02,SKU-005,Sal 1kg,38
2024-04-03,SKU-001,Aceite de Oliva 1L,33
2024-04-03,SKU-002,Arroz 5kg,109
2024-04-03,SKU-003,Leche Entera 1L,209
2024-04-03,SKU-004,Azucar 2kg,59
2024-04-03,SKU-005,Sal 1kg,39
2024-04-04,SKU-001,Aceite de Oliva 1L,28
2024-04-04,SKU-002,Arroz 5kg,114
2024-04-04,SKU-003,Leche Entera 1L,141
2024-04-04,SKU-004,Azucar 2kg,63
2024-04-04,SKU-005,Sal 1kg,34
2024-04-05,SKU-001,Aceite de Oliva 1L,39
2024-04-05,SKU-002,Arroz 5kg,93
2024-04-05,SKU-003,Leche Entera 1L,135
2024-04-05,SKU-004,Azucar 2kg,68
2024-04-05,SKU-005,Sal 1kg,36
2024-04-06,SKU-001,Aceite de Oliva 1L,33
2024-04-06,SKU-002,Arroz 5kg,108
2024-04-06,SKU-003,Leche Entera 1L,128
2024-04-06,SKU-004,Azucar 2kg,70
2024-04-06,SKU-005,Sal 1kg,45
2024-04-07,SKU-001,Aceite de Oliva 1L,16
2024-04-07,SKU-002,Arroz 5kg,64
2024-04-07,SKU-003,Leche Entera 1L,130
2024-04-07,SKU-004,Azucar 2kg,35
2024-04-07,SKU-005,Sal 1kg,27
2024-04-08,SKU-001,Aceite de Oliva 1L,34
2024-04-08,SKU-002,Arroz 5kg,114
2024-04-08,SKU-003,Leche Entera 1L,153
2024-04-08,SKU-004,Azucar 2kg,61
2024-04-08,SKU-005,Sal 1kg,38
2024-04-09,SKU-001,Aceite de Oliva 1L,40
2024-04-09,SKU-002,Arroz 5kg,102
2024-04-09,SKU-003,Leche Entera 1L,171
2024-04-09,SKU-004,Azucar 2kg,56
2024-04-09,SKU-005,Sal 1kg,40
2024-04-10,SKU-001,Aceite de Oliva 1L,33
2024-04-10,SKU-002,Arroz 5kg,105
2024-04-10,SKU-003,Leche Entera 1L,128
2024-04-10,SKU-004,Azucar 2kg,66
2024-04-10,SKU-005,Sal 1kg,45
2024-04-11,SKU-001,Aceite de Oliva 1L,35
2024-04-11,SKU-002,Arroz 5kg,115
2024-04-11,SKU-003,Leche Entera 1L,187
2024-04-11,SKU-004,Azucar 2kg,67
2024-04-11,SKU-005,Sal 1kg,41
2024-04-12,SKU-001,Aceite de Oliva 1L,34
2024-04-12,SKU-002,Arroz 5kg,116
2024-04-12,SKU-003,Leche Entera 1L,162
2024-04-12,SKU-004,Azucar 2kg,53
2024-04-12,SKU-005,Sal 1kg,40
2024-04-13,SKU-001,Aceite de Oliva 1L,24
2024-04-13,SKU-002,Arroz 5kg,107
2024-04-13,SKU-003,Leche Entera 1L,173
2024-04-13,SKU-004,Azucar 2kg,69
2024-04-13,SKU-005,Sal 1kg,40
2024-04-14,SKU-001,Aceite de Oliva 1L,27
2024-04-14,SKU-002,Arroz 5kg,75
2024-04-14,SKU-003,Leche Entera 1L,89
2024-04-14,SKU-004,Azucar 2kg,35
2024-04-14,SKU-005,Sal 1kg,26
2024-04-15,SKU-001,Aceite de Oliva 1L,26
2024-04-15,SKU-002,Arroz 5kg,113
2024-04-15,SKU-003,Leche Entera 1L,153
2024-04-15,SKU-004,Azucar 2kg,64
2024-04-15,SKU-005,Sal 1kg,40
2024-04-16,SKU-001,Aceite de Oliva 1L,38
2024-04-16,SKU-002,Arroz 5kg,118
2024-04-16,SKU-003,Leche Entera 1L,139
2024-04-16,SKU-004,Azucar 2kg,58
2024-04-16,SKU-005,Sal 1kg,38
2024-04-17,SKU-001,Aceite de Oliva 1L,25
2024-04-17,SKU-002,Arroz 5kg,113
2024-04-17,SKU-003,Leche Entera 1L,197
2024-04-17,SKU-004,Azucar 2kg,60
2024-04-17,SKU-005,Sal 1kg,38
2024-04-18,SKU-001,Aceite de Oliva 1L,39
2024-04-18,SKU-002,Arroz 5kg,81
2024-04-18,SKU-003,Leche Entera 1L,165
2024-04-18,SKU-004,Azucar 2kg,61
2024-04-18,SKU-005,Sal 1kg,38
2024-04-19,SKU-001,Aceite de Oliva 1L,40
2024-04-19,SKU-002,Arroz 5kg,116
2024-04-19,SKU-003,Leche Entera 1L,151
2024-04-19,SKU-004,Azucar 2kg,59
2024-04-19,SKU-005,Sal 1kg,39
2024-04-20,SKU-001,Aceite de Oliva 1L,31
2024-04-20,SKU-002,Arroz 5kg,92
2024-04-20,SKU-003,Leche Entera 1L,203
2024-04-20,SKU-004,Azucar 2kg,67
2024-04-20,SKU-005,Sal 1kg,42
2024-04-21,SKU-001,Aceite de Oliva 1L,19
2024-04-21,SKU-002,Arroz 5kg,90
2024-04-21,SKU-003,Leche Entera 1L,155
2024-04-21,SKU-004,Azucar 2kg,43
2024-04-21,SKU-005,Sal 1kg,26
2024-04-22,SKU-001,Aceite de Oliva 1L,29
2024-04-22,SKU-002,Arroz 5kg,110
2024-04-22,SKU-003,Leche Entera 1L,130
