date,sku,sales
2024-03-12,SKU_001,113.57
2024-03-13,SKU_001,117.06
2024-03-14,SKU_001,106.08
2024-03-15,SKU_001,107.42
2024-03-16,SKU_001,85.78
2024-03-17,SKU_001,93.1
2024-03-18,SKU_001,112.61
2024-03-19,SKU_001,112.54
2024-03-20,SKU_001,119.3
2024-03-21,SKU_001,97.42
2024-03-22,SKU_001,90.0
2024-03-23,SKU_001,85.72
2024-03-24,SKU_001,97.2
2024-03-25,SKU_001,116.35
2024-03-26,SKU_001,118.52
2024-03-27,SKU_001,123.99
2024-03-28,SKU_001,114.52
2024-03-29,SKU_001,108.45
2024-03-30,SKU_001,98.15
2024-01-01,SKU_002,134.09
2024-01-02,SKU_002,143.57
2024-01-03,SKU_002,155.7
2024-01-04,SKU_002,133.02
2024-01-05,SKU_002,136.63
2024-01-06,SKU_002,103.4
2024-01-07,SKU_002,126.59
2024-01-08,SKU_002,126.52
2024-01-09,SKU_002,134.91
2024-01-10,SKU_002,132.45
2024-01-11,SKU_002,132.13
2024-01-12,SKU_002,131.64
2024-01-13,SKU_002,115.47
2024-01-14,SKU_002,117.86
2024-01-15,SKU_002,101.91
2024-01-16,SKU_002,147.5
2024-01-17,SKU_002,149.62
2024-01-18,SKU_002,128.45
2024-01-19,SKU_002,111.44
2024-01-20,SKU_002,107.59
2024-01-21,SKU_002,128.54
2024-01-22,SKU_002,115.44
2024-01-23,SKU_002,136.42
2024-01-24,SKU_002,157.99
2024-01-25,SKU_002,129.8
2024-01-26,SKU_002,114.39
2024-01-27,SKU_002,108.91
2024-01-28,SKU_002,99.18
2024-01-29,SKU_002,128.51
2024-01-30,SKU_002,128.92
2024-01-31,SKU_002,153.54
2024-02-01,SKU_002,134.61
2024-02-02,SKU_002,141.19
2024-02-03,SKU_002,111.05
2024-02-04,SKU_002,125.57
2024-02-05,SKU_002,113.58
2024-02-06,SKU_002,140.11
2024-02-07,SKU_002,148.23
2024-02-08,SKU_002,152.36
2024-02-09,SKU_002,101.85
2024-02-10,SKU_002,118.47
2024-02-11,SKU_002,118.14
2024-02-12,SKU_002,142.28
2024-02-13,SKU_002,148.77
2024-02-14,SKU_002,145.83
2024-02-15,SKU_002,129.99
2024-02-16,SKU_002,106.49
2024-02-17,SKU_002,110.83
2024-02-18,SKU_002,110.62
2024-02-19,SKU_002,147.46
2024-02-20,SKU_002,135.85
2024-02-21,SKU_002,148.83
2024-02-22,SKU_002,119.83
2024-02-23,SKU_002,115.33
2024-02-24,SKU_002,111.8
2024-02-25,SKU_002,121.1
2024-02-26,SKU_002,142.05
2024-02-27,SKU_002,141.83
2024-02-28,SKU_002,134.76
2024-02-29,SKU_002,140.42
2024-03-01,SKU_002,124.78
2024-03-02,SKU_002,114.42
2024-03-03,SKU_002,106.16
2024-03-04,SKU_002,139.22
2024-03-05,SKU_002,143.47
2024-03-06,SKU_002,153.25
2024-03-07,SKU_002,148.9
2024-03-08,SKU_002,126.01
2024-03-09,SKU_002,112.68
2024-03-10,SKU_002,135.02
2024-03-11,SKU_002,130.63
2024-03-12,SKU_002,139.94
2024-03-13,SKU_002,147.69
2024-03-14,SKU_002,151.3
2024-03-15,SKU_002,121.42
2024-03-16,SKU_002,115.32
2024-03-17,SKU_002,125.76
2024-03-18,SKU_002,123.37
2024-03-19,SKU_002,125.94
2024-03-20,SKU_002,149.88
2024-03-21,SKU_002,139.08
2024-03-22,SKU_002,114.46
2024-03-23,SKU_002,119.16
2024-03-24,SKU_002,120.19
2024-03-25,SKU_002,118.87
2024-03-26,SKU_002,148.71
2024-03-27,SKU_002,145.23
2024-03-28,SKU_002,122.26
2024-03-29,SKU_002,125.39
2024-03-30,SKU_002,110.3
2024-01-01,SKU_003,81.37
2024-01-02,SKU_003,83.91
2024-01-03,SKU_003,92.34
2024-01-04,SKU_003,89.87
2024-01-05,SKU_003,68.89
2024-01-06,SKU_003,69.42
2024-01-07,SKU_003,69.35
2024-01-08,SKU_003,92.75
2024-01-09,SKU_003,76.1
2024-01-10,SKU_003,94.43
2024-01-11,SKU_003,81.83
2024-01-12,SKU_003,72.97
2024-01-13,SKU_003,79.18
2024-01-14,SKU_003,69.52
2024-01-15,SKU_003,92.83
2024-01-16,SKU_003,85.24
2024-01-17,SKU_003,92.51
2024-01-18,SKU_003,80.92
2024-01-19,SKU_003,69.5
2024-01-20,SKU_003,67.9
2024-01-21,SKU_003,68.04
2024-01-22,SKU_003,80.3
2024-01-23,SKU_003,75.06
2024-01-24,SKU_003,103.1
2024-01-25,SKU_003,83.18
2024-01-26,SKU_003,84.99
2024-01-27,SKU_003,61.44
2024-01-28,SKU_003,71.88
2024-01-29,SKU_003,99.1
2024-01-30,SKU_003,83.04
2024-01-31,SKU_003,81.42
2024-02-01,SKU_003,81.04
2024-02-02,SKU_003,77.27
2024-02-03,SKU_003,72.33
2024-02-04,SKU_003,78.37
2024-02-05,SKU_003,77.9
2024-02-06,SKU_003,78.69
2024-02-07,SKU_003,88.3
2024-02-08,SKU_003,92.48
2024-02-09,SKU_003,77.47
2024-02-10,SKU_003,55.97
2024-02-11,SKU_003,70.31
2024-02-12,SKU_003,88.51
2024-02-13,SKU_003,102.29
2024-02-14,SKU_003,94.79
2024-02-15,SKU_003,86.88
2024-02-16,SKU_003,67.02
2024-02-17,SKU_003,63.18
2024-02-18,SKU_003,71.06
2024-02-19,SKU_003,83.14
2024-02-20,SKU_003,92.84
2024-02-21,SKU_003,88.51
2024-02-22,SKU_003,77.97
2024-02-23,SKU_003,70.15
2024-02-24,SKU_003,61.46
2024-02-25,SKU_003,75.04
2024-02-26,SKU_003,65.74
2024-02-27,SKU_003,87.36
2024-02-28,SKU_003,94.56
2024-02-29,SKU_003,94.96
2024-03-01,SKU_003,75.71
2024-03-02,SKU_003,75.22
2024-03-03,SKU_003,68.75
2024-03-04,SKU_003,75.8
2024-03-05,SKU_003,85.46
2024-03-06,SKU_003,101.55
2024-03-07,SKU_003,91.89
2024-03-08,SKU_003,78.56
2024-03-09,SKU_003,90.05
2024-03-10,SKU_003,71.28
2024-03-11,SKU_003,84.59
2024-03-12,SKU_003,91.85
2024-03-13,SKU_003,90.83
2024-03-14,SKU_003,100.41
2024-03-15,SKU_003,85.18
2024-03-16,SKU_003,60.65
2024-03-17,SKU_003,69.22
2024-03-18,SKU_003,83.62
2024-03-19,SKU_003,95.07
2024-03-20,SKU_003,84.01
2024-03-21,SKU_003,72.01
2024-03-22,SKU_003,64.04
2024-03-23,SKU_003,69.21
2024-03-24,SKU_003,71.31
2024-03-25,SKU_003,83.34
2024-03-26,SKU_003,85.58
2024-03-27,SKU_003,85.03
2024-03-28,SKU_003,73.7
2024-03-29,SKU_003,78.28
2024-03-30,SKU_003,72.22
2024-01-01,SKU_004,42.19
2024-01-02,SKU_004,52.56
2024-01-03,SKU_004,48.77
2024-01-04,SKU_004,43.55
2024-01-05,SKU_004,38.52
2024-01-06,SKU_004,34.88
2024-01-07,SKU_004,30.77
2024-01-08,SKU_004,43.81
2024-01-09,SKU_004,49.22
2024-01-10,SKU_004,48.43
2024-01-11,SKU_004,43.81
2024-01-12,SKU_004,42.01
2024-01-13,SKU_004,43.21
2024-01-14,SKU_004,38.76
2024-01-15,SKU_004,41.97
2024-01-16,SKU_004,46.77
2024-01-17,SKU_004,49.86
2024-01-18,SKU_004,42.35
2024-01-19,SKU_004,40.74
2024-01-20,SKU_004,37.96
2024-01-21,SKU_004,45.38
2024-01-22,SKU_004,47.38
2024-01-23,SKU_004,52.78
2024-01-24,SKU_004,48.09
2024-01-25,SKU_004,49.41
2024-01-26,SKU_004,37.7
2024-01-27,SKU_004,39.26
2024-01-28,SKU_004,40.93
2024-01-29,SKU_004,41.95
2024-01-30,SKU_004,56.52
2024-01-31,SKU_004,52.91
2024-02-01,SKU_004,41.03
2024-02-02,SKU_004,43.93
2024-02-03,SKU_004,37.23
2024-02-04,SKU_004,39.93
2024-02-05,SKU_004,46.61
2024-02-06,SKU_004,51.44
2024-02-07,SKU_004,44.41
2024-02-08,SKU_004,44.02
2024-02-09,SKU_004,45.12
2024-02-10,SKU_004,43.52
2024-02-11,SKU_004,46.88
2024-02-12,SKU_004,51.63
2024-02-13,SKU_004,43.49
2024-02-14,SKU_004,54.47
2024-02-15,SKU_004,41.85
2024-02-16,SKU_004,48.43
2024-02-17,SKU_004,40.36
2024-02-18,SKU_004,36.88
2024-02-19,SKU_004,52.77
2024-02-20,SKU_004,53.17
2024-02-21,SKU_004,45.79
2024-02-22,SKU_004,49.86
2024-02-23,SKU_004,40.83
2024-02-24,SKU_004,40.3
2024-02-25,SKU_004,39.63
2024-02-26,SKU_004,51.02
2024-02-27,SKU_004,46.52
2024-02-28,SKU_004,53.79
2024-02-29,SKU_004,55.5
2024-03-01,SKU_004,40.94
2024-03-02,SKU_004,41.08
2024-03-03,SKU_004,42.35
2024-03-04,SKU_004,44.38
2024-03-05,SKU_004,54.05
2024-03-06,SKU_004,53.47
2024-03-07,SKU_004,46.48
2024-03-08,SKU_004,50.24
2024-03-09,SKU_004,43.5
2024-03-10,SKU_004,41.52
2024-03-11,SKU_004,45.0
2024-03-12,SKU_004,49.58
2024-03-13,SKU_004,57.79
2024-03-14,SKU_004,49.65
2024-03-15,SKU_004,46.21
2024-03-16,SKU_004,40.59
2024-03-17,SKU_004,44.64
2024-03-18,SKU_004,47.21
2024-03-19,SKU_004,55.32
2024-03-20,SKU_004,53.37
2024-03-21,SKU_004,53.43
2024-03-22,SKU_004,47.38
2024-03-23,SKU_004,41.26
2024-03-24,SKU_004,40.01
2024-03-25,SKU_004,44.82
2024-03-26,SKU_004,50.59
2024-03-27,SKU_004,51.06
2024-03-28,SKU_004,53.99
2024-03-29,SKU_004,45.35
2024-03-30,SKU_004,47.47
2024-01-01,SKU_005,26.46
2024-01-02,SKU_005,32.93
2024-01-03,SKU_005,34.66
2024-01-04,SKU_005,28.9
2024-01-05,SKU_005,28.07
2024-01-06,SKU_005,27.03
2024-01-07,SKU_005,26.21
2024-01-08,SKU_005,29.12
2024-01-09,SKU_005,32.79
2024-01-10,SKU_005,39.93
2024-01-11,SKU_005,32.89
2024-01-12,SKU_005,27.45
2024-01-13,SKU_005,26.21
2024-01-14,SKU_005,30.4
2024-01-15,SKU_005,30.09
2024-01-16,SKU_005,36.56
2024-01-17,SKU_005,38.14
2024-01-18,SKU_005,35.85
2024-01-19,SKU_005,33.61
2024-01-20,SKU_005,26.55
2024-01-21,SKU_005,31.6
2024-01-22,SKU_005,30.6
2024-01-23,SKU_005,35.21
2024-01-24,SKU_005,40.05
2024-01-25,SKU_005,36.8
2024-01-26,SKU_005,31.0
2024-01-27,SKU_005,25.78
2024-01-28,SKU_005,31.0
2024-01-29,SKU_005,31.77
2024-01-30,SKU_005,34.71
2024-01-31,SKU_005,36.36
2024-02-01,SKU_005,36.18
2024-02-02,SKU_005,26.64
2024-02-03,SKU_005,30.3
2024-02-04,SKU_005,30.83
2024-02-05,SKU_005,32.65
2024-02-06,SKU_005,40.22
2024-02-07,SKU_005,40.18
2024-02-08,SKU_005,34.9
2024-02-09,SKU_005,30.92
2024-02-10,SKU_005,31.88
2024-02-11,SKU_005,27.52
2024-02-12,SKU_005,34.03
2024-02-13,SKU_005,36.96
2024-02-14,SKU_005,39.64
2024-02-15,SKU_005,37.64
2024-02-16,SKU_005,33.4
2024-02-17,SKU_005,33.71
2024-02-18,SKU_005,32.51
2024-02-19,SKU_005,34.85
2024-02-20,SKU_005,36.34
2024-02-21,SKU_005,41.99
2024-02-22,SKU_005,39.18
2024-02-23,SKU_005,37.59
2024-02-24,SKU_005,29.94
2024-02-25,SKU_005,32.79
2024-02-26,SKU_005,36.24
2024-02-27,SKU_005,39.82
2024-02-28,SKU_005,41.04
2024-02-29,SKU_005,34.54
2024-03-01,SKU_005,36.85
2024-03-02,SKU_005,34.09
2024-03-03,SKU_005,36.23
2024-03-04,SKU_005,42.59
2024-03-05,SKU_005,40.04
2024-03-06,SKU_005,41.7
2024-03-07,SKU_005,39.47
2024-03-08,SKU_005,40.32
2024-03-09,SKU_005,29.11
2024-03-10,SKU_005,35.45
2024-03-11,SKU_005,34.37
2024-03-12,SKU_005,35.34
2024-03-13,SKU_005,37.68
2024-03-14,SKU_005,36.88
2024-03-15,SKU_005,38.98
2024-03-16,SKU_005,31.96
2024-03-17,SKU_005,34.5
2024-03-18,SKU_005,35.89
2024-03-19,SKU_005,43.83
2024-03-20,SKU_005,40.67
2024-03-21,SKU_005,44.18
2024-03-22,SKU_005,34.77
2024-03-23,SKU_005,32.98
2024-03-24,SKU_005,36.11
2024-03-25,SKU_005,39.53
2024-03-26,SKU_005,46.56
2024-03-27,SKU_005,44.4
2024-03-28,SKU_005,38.85
2024-03-29,SKU_005,36.59
2024-03-30,SKU_005,34.22
